label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
fist,0,0,0,0.2401333,0.66392007,-0.04690429,0.60860896,1.01785207,-0.04206219,0.95579677,1.11600161,-0.05813638,1.18814098,0.91522679,-0.05701506,0.98179308,0.4892008,0.06080245,1.29072268,0.5830536,-0.09379354,0.99030584,0.63919875,-0.16798914,0.7372771,0.56761713,-0.17632357,0.98979404,0.14250527,0.02536482,1.32700072,0.24612342,-0.14868111,0.92366768,0.31946079,-0.19046216,0.66827604,0.2405713,-0.16067081,0.9531491,-0.23849488,-0.03373484,1.31456091,-0.12107117,-0.22403669,0.89236183,0.00469349,-0.1550094,0.63736438,-0.04764894,-0.04217449,0.86673717,-0.67158198,-0.09491713,1.18054118,-0.51107294,-0.21837838,0.89774737,-0.3416172,-0.13400126,0.69138823,-0.32998659,-0.02686292
fist,0,0,0,0.22876962,0.67772687,-0.06074833,0.59915528,1.04853583,-0.05948498,0.94941723,1.15283409,-0.07656344,1.18455108,0.94788768,-0.07300456,0.97861484,0.50633905,0.05208009,1.31450149,0.60698356,-0.1158914,1.0031337,0.66790765,-0.19139615,0.73861512,0.59044883,-0.19580949,0.98832151,0.15238302,0.02072851,1.346664,0.25933377,-0.16340681,0.9298062,0.33454273,-0.20109738,0.67057923,0.24870124,-0.16444844,0.95149998,-0.24081716,-0.03740544,1.32915517,-0.11742054,-0.23887351,0.89494078,0.00886435,-0.16250173,0.64176872,-0.04664959,-0.04120675,0.86494587,-0.69034311,-0.09854498,1.18984729,-0.52315946,-0.22785883,0.89506359,-0.35212539,-0.13817304,0.68633562,-0.34154728,-0.02524443
fist,0,0,0,0.20460348,0.69270277,-0.08517535,0.5862449,1.1419423,-0.09708252,0.96319239,1.28413961,-0.11784627,1.18419896,1.04230091,-0.11729851,0.96193359,0.5968979,-0.00774487,1.30794054,0.69010126,-0.17155588,0.98926871,0.71714799,-0.23813465,0.73791242,0.64916299,-0.24161703,0.97567436,0.21922488,-0.02846291,1.34833954,0.3213337,-0.20913158,0.93651552,0.37426392,-0.23693907,0.68352797,0.30436696,-0.19723443,0.94575532,-0.17916021,-0.07370562,1.32423517,-0.09440249,-0.26437483,0.9001434,0.02970276,-0.18632221,0.64944394,-0.00085754,-0.07029175,0.86713508,-0.61384426,-0.12469996,1.18988579,-0.49932154,-0.25314541,0.907807,-0.32647075,-0.17289733,0.69888096,-0.29468098,-0.06983268
fist,0,0,0,0.17014968,0.62015751,-0.10094851,0.46026464,1.15944995,-0.12821573,0.80258032,1.35922468,-0.16205803,1.01769513,1.13474353,-0.18475052,0.83302257,0.83399463,0.02274214,1.11507732,0.88809358,-0.13436861,0.86333382,0.78847312,-0.23483076,0.65278861,0.71773351,-0.27026381,0.87619332,0.48195982,0.01946681,1.16664562,0.5253893,-0.15057586,0.82604427,0.45476305,-0.20820853,0.60697675,0.42809838,-0.19648811,0.86912216,0.12073957,-0.00939115,1.15941879,0.15359722,-0.18700636,0.8081693,0.15010219,-0.14503414,0.58290312,0.1490356,-0.05798801,0.81748301,-0.27362142,-0.04542224,1.0713187,-0.20014715,-0.16723964,0.81456348,-0.13549279,-0.11057177,0.62276721,-0.10073896,-0.02517618
fist,0,0,0,0.15255884,0.65487547,-0.10936502,0.45415612,1.1771286,-0.13547505,0.82221232,1.36364472,-0.16430696,1.0300091,1.12491196,-0.17869475,0.82444445,0.86616713,0.00094605,1.1268922,0.87935028,-0.16583944,0.8652554,0.78227435,-0.25972703,0.65215253,0.72719461,-0.29057631,0.86945002,0.49402091,-0.00268218,1.18241149,0.50984961,-0.18812779,0.82022775,0.45207764,-0.23284596,0.59797402,0.43313456,-0.21009733,0.86345461,0.12506785,-0.03385828,1.17445338,0.12702868,-0.22934147,0.80992282,0.13961403,-0.17641444,0.59326304,0.14680177,-0.08008291,0.81158666,-0.27506874,-0.07276691,1.07071961,-0.23988238,-0.20545431,0.81743217,-0.15888648,-0.14991973,0.63882894,-0.1094943,-0.06581716
fist,0,0,0,0.14769744,0.65378055,-0.12405366,0.44000458,1.20939717,-0.15713411,0.81092863,1.40044555,-0.18962779,1.02048517,1.14807198,-0.20344792,0.80439955,0.91524651,-0.0113487,1.10685429,0.92873545,-0.18856297,0.84154198,0.81888892,-0.28752053,0.63528162,0.7888391,-0.32080755,0.84827604,0.5295543,-0.00964073,1.15355183,0.53394094,-0.20926451,0.79787481,0.4767571,-0.25861727,0.58078298,0.48837057,-0.23625565,0.84646583,0.15595394,-0.03746151,1.14736943,0.14866337,-0.24300635,0.78488532,0.1596908,-0.19394907,0.56809021,0.18944223,-0.09797428,0.80066194,-0.23777016,-0.07464628,1.04373776,-0.21393027,-0.21393269,0.79267233,-0.14931988,-0.16527935,0.61442617,-0.09132526,-0.08405518
fist,0,0,0,0.14873653,0.65173144,-0.12537799,0.43266498,1.19145111,-0.16223733,0.79764264,1.38736067,-0.20281233,1.01410997,1.15318011,-0.2305008,0.80176312,0.91010496,0.00790527,1.09522858,0.91647697,-0.16815371,0.85966058,0.80668321,-0.27730746,0.63682208,0.76282429,-0.31741234,0.84664436,0.53215912,0.00867931,1.146136,0.54122857,-0.18911516,0.80710136,0.46543504,-0.25118297,0.56807071,0.46088343,-0.23551569,0.84125952,0.16064421,-0.02130677,1.1297107,0.15438897,-0.22604927,0.78148332,0.15206516,-0.19185598,0.54983148,0.18061346,-0.1039355,0.78941746,-0.23344037,-0.06098253,1.02331797,-0.21450161,-0.20058361,0.78398632,-0.14988226,-0.15992916,0.60088348,-0.0771717,-0.08390804
fist,0,0,0,0.13017728,0.59670604,-0.13638607,0.40520225,1.16070189,-0.17920457,0.77651139,1.35689414,-0.22031119,0.9938481,1.12606105,-0.23754864,0.78936166,0.92799598,-0.02281568,1.09148355,0.88873183,-0.22320465,0.81691618,0.74641907,-0.32534131,0.60312277,0.73259731,-0.35291232,0.83424694,0.55139101,-0.0174671,1.1294341,0.51160893,-0.24037062,0.76525001,0.42159224,-0.28166806,0.55668803,0.45258499,-0.24440781,0.83380485,0.19368558,-0.0458141,1.12439509,0.13598618,-0.27375474,0.75965747,0.11024419,-0.21899286,0.54403833,0.16555478,-0.11041608,0.79154349,-0.1783747,-0.08464537,1.00975492,-0.20717789,-0.23617065,0.75975987,-0.15975213,-0.19261307,0.58371706,-0.0751129,-0.109332
fist,0,0,0,0.13176934,0.59966857,-0.13606052,0.42054196,1.15523422,-0.17929661,0.79682405,1.3377143,-0.21943097,1.00316675,1.09937146,-0.23363656,0.80191095,0.91364452,-0.03854478,1.10635602,0.86873819,-0.23813744,0.82048571,0.74412256,-0.3336476,0.6138511,0.73394081,-0.35724877,0.84429133,0.53588445,-0.03463556,1.14359063,0.49452291,-0.25311041,0.7738732,0.42658525,-0.28407983,0.58059004,0.45841235,-0.24248927,0.8442599,0.17860943,-0.06391228,1.1420567,0.12107125,-0.28877388,0.77638657,0.11469137,-0.22708269,0.5728673,0.16583752,-0.11625799,0.80469393,-0.19253057,-0.1038162,1.03031768,-0.21392453,-0.2503033,0.78140369,-0.15383987,-0.20121613,0.60993288,-0.077425,-0.1161385
fist,0,0,0,0.12269734,0.5867827,-0.1381703,0.41119883,1.15161477,-0.1793681,0.7870811,1.3364256,-0.21659942,0.99080682,1.08345416,-0.22914164,0.79738509,0.91421259,-0.0285629,1.0950037,0.88351117,-0.21753767,0.8318869,0.75379101,-0.31028895,0.62687323,0.73751114,-0.3349407,0.84027084,0.54216687,-0.02324884,1.13359236,0.50185296,-0.23787041,0.77472633,0.43307256,-0.27525963,0.57180671,0.46905005,-0.23723652,0.83791765,0.18928899,-0.05036008,1.12227767,0.12535934,-0.26898184,0.76561569,0.12126028,-0.21380592,0.56197507,0.17750766,-0.10867858,0.79328536,-0.18154342,-0.08850224,1.00806412,-0.21392349,-0.23314133,0.76511841,-0.15382828,-0.1885501,0.59861662,-0.06771741,-0.10731728
fist,0,0,0,0.12724929,0.58673132,-0.1490015,0.41445338,1.15287024,-0.19589687,0.7953214,1.32610239,-0.23752611,1.01713314,1.07994717,-0.25551203,0.80164127,0.90497045,-0.03303524,1.10349123,0.88834907,-0.22746436,0.84359089,0.76659027,-0.32789551,0.63580546,0.74117074,-0.35735481,0.84751541,0.53077078,-0.0236383,1.14462971,0.50678389,-0.24063681,0.781886,0.43941334,-0.28471406,0.57240022,0.46375306,-0.25190086,0.84401701,0.17506443,-0.04760615,1.12939891,0.12553025,-0.26908262,0.77013032,0.12735721,-0.21718689,0.56534292,0.17625196,-0.11390996,0.79827576,-0.20183785,-0.08317514,1.01816916,-0.22028315,-0.22763485,0.77455632,-0.15567348,-0.1811754,0.60873882,-0.0769618,-0.09888238
fist,0,0,0,0.13323278,0.57620364,-0.1481963,0.42067109,1.12704558,-0.19479014,0.79598132,1.31221263,-0.23560447,1.02627987,1.06976891,-0.25154125,0.80742336,0.88916115,-0.02707437,1.10358713,0.86881885,-0.21899293,0.83784283,0.74622243,-0.31757873,0.63635154,0.72155219,-0.34578374,0.85401781,0.52024376,-0.01586011,1.14261357,0.48870096,-0.22772913,0.77821814,0.42465092,-0.26856112,0.58019353,0.45270948,-0.23480796,0.84873179,0.16477265,-0.0382091,1.13100789,0.11808914,-0.25699702,0.76929327,0.11991468,-0.20067346,0.57286136,0.16692466,-0.09538809,0.79987608,-0.21446077,-0.07189453,1.01172439,-0.22639623,-0.21601633,0.76278312,-0.16422908,-0.16686392,0.60201609,-0.08801978,-0.08219037
fist,0,0,0,0.15038309,0.60709919,-0.12438979,0.43860401,1.13969367,-0.16661224,0.80828386,1.32436128,-0.20974289,1.03885911,1.09532561,-0.22847889,0.82872447,0.86738475,-0.01532484,1.12231472,0.86580538,-0.2136604,0.84289726,0.76208764,-0.31146957,0.63538044,0.72215411,-0.33569276,0.87006454,0.49293782,-0.01849443,1.1660699,0.48743708,-0.24055288,0.7866905,0.43270998,-0.28296242,0.58899716,0.44293695,-0.24850537,0.8602829,0.12770694,-0.05271159,1.15296345,0.10202645,-0.27524599,0.77943929,0.11821354,-0.20763113,0.58125423,0.15061518,-0.09327814,0.80859765,-0.26688873,-0.09625662,1.03709361,-0.25521651,-0.23704329,0.7796737,-0.17426803,-0.17412658,0.61794468,-0.11341511,-0.07962064
fist,0,0,0,0.14996328,0.63194673,-0.12034723,0.46196923,1.1554537,-0.15595606,0.83648562,1.32859401,-0.19118134,1.0609207,1.09078567,-0.20340576,0.85945745,0.82419978,-0.02432032,1.15898644,0.85805398,-0.20537818,0.86875077,0.78696011,-0.28871644,0.66145634,0.7459917,-0.30616146,0.89247001,0.45110674,-0.02633975,1.196303,0.48334102,-0.22913421,0.80913442,0.45220533,-0.26474916,0.60805096,0.43801471,-0.23032935,0.87803947,0.07600819,-0.05624207,1.177282,0.08913426,-0.26968985,0.78471872,0.12691687,-0.20171632,0.57918035,0.13389481,-0.08914418,0.82233994,-0.33183472,-0.09384021,1.07293798,-0.28794547,-0.23263561,0.8068253,-0.19224374,-0.16625631,0.63848092,-0.15329482,-0.07032204
fist,0,0,0,0.14307818,0.63966953,-0.11539176,0.45740471,1.17440297,-0.14820513,0.83668347,1.34454457,-0.17884136,1.05279879,1.10160456,-0.18292288,0.8634138,0.82828142,-0.03820008,1.16116454,0.8610038,-0.21288283,0.85034606,0.80061791,-0.28180364,0.6557672,0.76753873,-0.29113698,0.89342031,0.44922172,-0.04134898,1.19458071,0.487812,-0.24311627,0.79382091,0.47186145,-0.27021656,0.60905114,0.45168476,-0.23216752,0.87935062,0.06608149,-0.06985235,1.18258083,0.08970904,-0.28388121,0.77857597,0.13964439,-0.20829838,0.5827474,0.13874051,-0.09249659,0.82779172,-0.3550769,-0.10460354,1.07608422,-0.29749878,-0.24250612,0.80325654,-0.19357439,-0.17277407,0.64290191,-0.16523091,-0.07598184
fist,0,0,0,0.14504466,0.66719877,-0.11965867,0.45139437,1.20639721,-0.15920592,0.8267562,1.3826828,-0.19654721,1.05188486,1.14922121,-0.20867421,0.86026921,0.83154463,-0.04996273,1.1611583,0.89226545,-0.22300352,0.8560059,0.82492121,-0.28814254,0.64641456,0.77079216,-0.29373126,0.89285578,0.45034271,-0.05360068,1.20906661,0.52339915,-0.25483824,0.8194746,0.48606703,-0.28217765,0.61773789,0.45170158,-0.24251078,0.8785782,0.06706381,-0.08195816,1.19264497,0.12512357,-0.29078693,0.79840154,0.16250509,-0.21426361,0.59159463,0.15625521,-0.09839222,0.81785964,-0.34927658,-0.11746613,1.08034983,-0.2665062,-0.25683153,0.80358367,-0.16571309,-0.18625659,0.62627682,-0.13470116,-0.0882423
fist,0,0,0,0.12480746,0.66263236,-0.11432971,0.44137813,1.19872675,-0.14730123,0.82168634,1.36118869,-0.17691327,1.03476177,1.13234016,-0.18192547,0.86571272,0.81903139,-0.0643272,1.17106773,0.8879257,-0.23016657,0.85617333,0.8343157,-0.28594965,0.65316543,0.77163338,-0.28664798,0.89843637,0.43910373,-0.06711815,1.20432023,0.50801787,-0.26003775,0.79872685,0.48532003,-0.27956768,0.60672465,0.43795485,-0.23846623,0.88391129,0.05685231,-0.09185184,1.19463633,0.11569905,-0.29809688,0.78301037,0.15855087,-0.21493725,0.58066886,0.13568403,-0.09676305,0.82732324,-0.3643865,-0.12212069,1.0868078,-0.27734735,-0.25744752,0.80357845,-0.17088272,-0.18119526,0.63351385,-0.15239317,-0.08107026
fist,0,0,0,0.08495937,0.67369479,-0.12234434,0.41627132,1.26044421,-0.15257532,0.81909907,1.43614349,-0.17790253,1.00809212,1.15246243,-0.17100517,0.86167711,0.85164799,-0.0484459,1.16308,0.93058124,-0.24358026,0.81404063,0.88220695,-0.31215811,0.61678756,0.8272047,-0.31513509,0.88523765,0.46513901,-0.050281,1.19304911,0.56497054,-0.27978834,0.75308703,0.52378596,-0.30595548,0.59064145,0.45588298,-0.25711409,0.87140398,0.08276752,-0.07936016,1.15921146,0.14419224,-0.32231305,0.72851279,0.1694935,-0.236516,0.55658451,0.13821184,-0.10368869,0.83313434,-0.33934352,-0.11403329,1.06882371,-0.2522163,-0.25917208,0.7689228,-0.15756338,-0.17702412,0.61374727,-0.15166772,-0.06809508
fist,0,0,0,0.07375048,0.68070666,-0.13256631,0.404075,1.26995062,-0.16289902,0.80888489,1.44297693,-0.18254723,0.99992705,1.1680908,-0.17171553,0.84851808,0.86925092,-0.08962141,1.14518876,0.94523157,-0.26119722,0.80033856,0.89091913,-0.30624472,0.61111232,0.83464121,-0.30045432,0.87649061,0.48141895,-0.08529385,1.16920037,0.56807933,-0.29759827,0.74113259,0.53335914,-0.31351128,0.57842427,0.46944877,-0.26514888,0.86140494,0.09985903,-0.10389885,1.14913498,0.1573344,-0.33301809,0.72415028,0.18580553,-0.24699767,0.55056913,0.152274,-0.12260465,0.81582873,-0.32589544,-0.12836393,1.04113253,-0.24589344,-0.27834807,0.74511863,-0.15408977,-0.20543437,0.59294724,-0.14895252,-0.10611159
fist,0,0,0,0.09086611,0.65773872,-0.12540004,0.40002107,1.2216746,-0.16331325,0.77386862,1.43464399,-0.19129112,0.97403238,1.186471,-0.18861677,0.84223017,0.86310388,-0.10197685,1.14040808,0.9702863,-0.26249936,0.80209664,0.89677349,-0.29617993,0.629586,0.81112852,-0.28561952,0.87472419,0.48462108,-0.10257039,1.16209032,0.59268143,-0.30526102,0.73448986,0.54895487,-0.31597144,0.58870356,0.46454711,-0.26791059,0.85846731,0.1001609,-0.12225686,1.13004545,0.18862599,-0.33797944,0.71351412,0.20738461,-0.24442138,0.56504863,0.14993028,-0.11966977,0.81042725,-0.32698987,-0.14672083,1.0249727,-0.21051427,-0.28004023,0.73628995,-0.12477327,-0.1945212,0.60407738,-0.14518307,-0.09060729
fist,0,0,0,0.08121227,0.64389019,-0.13576037,0.39376329,1.2235434,-0.17853886,0.77078676,1.44655439,-0.20739516,0.96935166,1.19916194,-0.20418142,0.8451094,0.87050041,-0.11654928,1.13716446,0.97205099,-0.27690292,0.79992569,0.89843499,-0.30695286,0.62497327,0.81704392,-0.29356152,0.87709753,0.48031232,-0.11182632,1.16224399,0.59117168,-0.31847656,0.72902933,0.54594251,-0.32653236,0.57874435,0.46530056,-0.2748907,0.86009426,0.09122011,-0.12601067,1.11723447,0.17984985,-0.34516444,0.6992437,0.19730339,-0.25015561,0.55266781,0.14173775,-0.12338897,0.81264425,-0.33647048,-0.14547545,1.01726669,-0.22014752,-0.28096631,0.72483917,-0.13592443,-0.19607483,0.59744255,-0.15602054,-0.09212088
fist,0,0,0,0.07964536,0.65640714,-0.13866335,0.38468949,1.24120494,-0.18208765,0.76247367,1.4515636,-0.21310247,0.9562102,1.19566513,-0.2128655,0.83849064,0.87789699,-0.10878771,1.13422922,0.98213688,-0.27458766,0.79098738,0.90249476,-0.31378683,0.61988916,0.82684693,-0.30729196,0.87023308,0.49264022,-0.10454315,1.14941485,0.59827439,-0.31080741,0.71951555,0.54659134,-0.32225747,0.57853186,0.46899082,-0.27383922,0.85329016,0.10566359,-0.12136729,1.11719076,0.18762347,-0.34124006,0.69941165,0.19930925,-0.2482717,0.5563077,0.14745713,-0.12328457,0.8047173,-0.32154364,-0.14424161,1.01141864,-0.21572701,-0.2800451,0.72224616,-0.13523335,-0.19575281,0.59446892,-0.15081152,-0.09224606
fist,0,0,0,0.09380661,0.65775963,-0.12382445,0.39354763,1.21823593,-0.16636441,0.74975147,1.43905767,-0.20433217,0.95646957,1.19611341,-0.21017832,0.84083878,0.84771174,-0.07490087,1.1200744,1.00301303,-0.25556364,0.76889915,0.93301995,-0.30865257,0.59178651,0.83009222,-0.30586284,0.8760104,0.48229222,-0.08088066,1.14504353,0.65627492,-0.29504536,0.71224917,0.58923211,-0.3178486,0.57937605,0.46346861,-0.27512002,0.86566057,0.10470896,-0.11045401,1.12467716,0.25629955,-0.33656163,0.70452706,0.24901269,-0.24825132,0.56713376,0.15487279,-0.12292423,0.82868949,-0.32050598,-0.14502349,1.03816693,-0.14263906,-0.2745358,0.74929915,-0.07474086,-0.18262339,0.61614924,-0.13030986,-0.07361293
fist,0,0,0,0.1164912,0.68763908,-0.08279459,0.39797401,1.18861495,-0.11527634,0.72640459,1.42380614,-0.15616705,0.94934501,1.24285086,-0.17016448,0.83311012,0.82275315,-0.03673931,1.12120288,1.04664619,-0.19905046,0.80139912,0.98496855,-0.24707948,0.61672872,0.82718737,-0.24397307,0.8725596,0.48850768,-0.06759778,1.15453399,0.72454428,-0.26144396,0.75368794,0.66130986,-0.29022427,0.60311768,0.48874899,-0.25827661,0.87030973,0.11822892,-0.11816063,1.15175327,0.35945342,-0.32475511,0.74609743,0.34076494,-0.23896842,0.59697149,0.19398719,-0.12204995,0.83218123,-0.31900965,-0.17149942,1.06025102,-0.05023915,-0.29543705,0.77899373,0.01426893,-0.19992826,0.6412863,-0.08050418,-0.09158938
fist,0,0,0,0.1184016,0.66202068,-0.09605784,0.39866333,1.17763836,-0.13667992,0.7249414,1.42117394,-0.18208095,0.95345318,1.2386729,-0.19985938,0.84018815,0.81226748,-0.05556339,1.12690698,1.03567627,-0.22418102,0.80306258,0.97033418,-0.27497935,0.6094732,0.81859189,-0.27100793,0.87933496,0.47620377,-0.07949483,1.16628078,0.71082109,-0.27571917,0.76451303,0.64977447,-0.30201456,0.60386093,0.49135715,-0.26636272,0.8762902,0.10654071,-0.12392831,1.15606866,0.34271849,-0.33052866,0.75317938,0.33058337,-0.24357259,0.59608823,0.19598819,-0.12480507,0.83725101,-0.32681902,-0.17229971,1.0679585,-0.05478807,-0.29583147,0.78833766,0.0139341,-0.20105789,0.64692783,-0.07294554,-0.09218481
fist,0,0,0,0.11514121,0.64623928,-0.12220373,0.38557099,1.2299044,-0.16312203,0.71444483,1.45139114,-0.19858977,0.93380247,1.25679761,-0.21119895,0.80564583,0.87274771,-0.05245729,1.08305936,0.98629263,-0.22350993,0.79296017,0.88814684,-0.29690532,0.58188449,0.77674449,-0.30747759,0.85859609,0.51265266,-0.05243234,1.14349994,0.62588679,-0.24117172,0.76253044,0.54129473,-0.27288185,0.56637164,0.45894985,-0.24052799,0.86489877,0.13728258,-0.07720831,1.14500209,0.23816797,-0.27776843,0.76338723,0.23063886,-0.20912701,0.56886288,0.18251194,-0.10139523,0.83076143,-0.28755484,-0.10874045,1.05701693,-0.14545167,-0.24099298,0.78154932,-0.08142167,-0.16854019,0.61745491,-0.09653391,-0.0716535
fist,0,0,0,0.11105681,0.63493166,-0.13097571,0.36822612,1.20061919,-0.1753352,0.70789669,1.41214124,-0.21570904,0.93634322,1.22791225,-0.2344635,0.77843106,0.92653658,-0.05046411,1.07011504,0.98607534,-0.2265232,0.7927909,0.88618267,-0.30588468,0.58788279,0.8156251,-0.32213166,0.8304161,0.55714369,-0.0475041,1.12258675,0.61027137,-0.24541967,0.7523029,0.53901714,-0.27988725,0.54867933,0.50104609,-0.24689764,0.83604883,0.18131927,-0.07179227,1.12147725,0.21576937,-0.27962423,0.74477273,0.21167462,-0.21616395,0.53973394,0.2012306,-0.10988349,0.79876709,-0.22854076,-0.10448155,1.02949889,-0.1569691,-0.24503472,0.7648266,-0.09868481,-0.18475919,0.59666778,-0.08202012,-0.09436308
fist,0,0,0,0.11307373,0.62888785,-0.1285621,0.37012954,1.19458971,-0.17015812,0.71209676,1.40588496,-0.21050667,0.93371243,1.20183213,-0.233054,0.76743319,0.93867467,-0.02336896,1.05819921,0.97509107,-0.20521666,0.80382652,0.86431749,-0.30284717,0.59304423,0.80330084,-0.33179422,0.82115922,0.57069917,-0.02158609,1.11156508,0.60077545,-0.22402431,0.75811432,0.51907553,-0.2726791,0.54622683,0.49457983,-0.24793824,0.82674876,0.20328878,-0.04920595,1.10777383,0.21262716,-0.26028847,0.75051934,0.20115522,-0.21062187,0.54524358,0.20561402,-0.11178228,0.78921567,-0.19231141,-0.08558475,1.0234505,-0.1373779,-0.22686146,0.76914142,-0.0924332,-0.1730694,0.59882029,-0.06579172,-0.08674688
fist,0,0,0,0.11223099,0.6221376,-0.14245034,0.36767433,1.18407539,-0.1902703,0.72490247,1.38534317,-0.23616918,0.94977737,1.16108605,-0.26003281,0.77116398,0.9400853,-0.01975854,1.0621604,0.96175317,-0.21314068,0.79940338,0.83779166,-0.31335587,0.58758269,0.78978447,-0.34061556,0.82189802,0.56963466,-0.01305317,1.11491028,0.57779909,-0.23389871,0.74834489,0.4934731,-0.28198394,0.53204667,0.4960672,-0.2489768,0.82760594,0.20465919,-0.03939613,1.10334607,0.19179213,-0.26480613,0.7411686,0.17447964,-0.21357378,0.53102971,0.19947381,-0.10707885,0.79366568,-0.18422484,-0.07622916,1.02000298,-0.15854467,-0.22245068,0.76786411,-0.11141961,-0.17175905,0.59272467,-0.05944675,-0.08435232
fist,0,0,0,0.10887115,0.61968043,-0.1405071,0.36318683,1.18933618,-0.18712964,0.72377674,1.3895384,-0.23104721,0.94375553,1.16657047,-0.25163909,0.76935171,0.94287856,-0.02375533,1.06792888,0.97237843,-0.21282226,0.80509573,0.84832156,-0.30630524,0.59526859,0.79750027,-0.33007397,0.82009403,0.57222878,-0.01837684,1.12002353,0.58795954,-0.23619326,0.74898714,0.49872579,-0.27948071,0.53580766,0.49775533,-0.24326279,0.82595834,0.20755272,-0.04495202,1.10281313,0.19196905,-0.26798029,0.73712174,0.17147525,-0.21193704,0.53238035,0.19610624,-0.10280184,0.79263497,-0.18102227,-0.0818082,1.01918804,-0.16678925,-0.22579996,0.7653831,-0.11953914,-0.17148579,0.59473964,-0.06725778,-0.08193376
fist,0,0,0,0.1086689,0.61391302,-0.14021053,0.37177753,1.19852368,-0.18369203,0.73728141,1.39892856,-0.22178459,0.95227435,1.16316246,-0.23320825,0.77285899,0.94203322,-0.03358385,1.07025453,0.9609185,-0.21975779,0.79432123,0.84288611,-0.30411547,0.59837489,0.8076621,-0.32260626,0.82203958,0.56943036,-0.02715162,1.11898807,0.57790037,-0.24094189,0.74328266,0.50027103,-0.27371635,0.55099523,0.50852609,-0.23289558,0.82943216,0.20599297,-0.05205768,1.10419898,0.19346959,-0.27774245,0.72889543,0.17089983,-0.21326017,0.53538252,0.19127761,-0.09905225,0.80053125,-0.1837351,-0.0865901,1.0224435,-0.15517996,-0.23088691,0.76279315,-0.11618442,-0.17140864,0.60025769,-0.07971774,-0.07880276
fist,0,0,0,0.1025635,0.5985759,-0.15536554,0.39777893,1.18636399,-0.19700562,0.7729456,1.38326082,-0.23016586,0.99317241,1.15132274,-0.23412954,0.80255861,0.90860514,-0.02684989,1.09315529,0.92237373,-0.22421538,0.80731325,0.8205471,-0.31984138,0.61591042,0.80550608,-0.34429175,0.84579555,0.53350715,-0.01209483,1.12507821,0.53692239,-0.22726098,0.74815298,0.48332966,-0.26445295,0.57331376,0.4975215,-0.22739574,0.84578094,0.16580978,-0.03371199,1.12451926,0.14628219,-0.26275777,0.75039904,0.15993813,-0.20601598,0.56280426,0.19122359,-0.09745637,0.81202357,-0.23056526,-0.06680683,1.01597895,-0.20399079,-0.21800073,0.76408244,-0.13069041,-0.17182654,0.61133161,-0.07594106,-0.08758776
fist,0,0,0,0.11420664,0.62187719,-0.13259693,0.40716812,1.18451892,-0.169706,0.78859944,1.37639455,-0.20235254,0.99786346,1.13002607,-0.20495221,0.81784384,0.89477229,-0.02630664,1.12083605,0.91573576,-0.21095931,0.81908959,0.81930852,-0.2887436,0.62664201,0.7809558,-0.30204683,0.85546817,0.51785539,-0.02086641,1.14468216,0.52160095,-0.22843572,0.750942,0.47002633,-0.25418481,0.58688317,0.47423013,-0.21094305,0.85405717,0.15017886,-0.04654802,1.13399923,0.13672196,-0.26724644,0.74759597,0.1454367,-0.1933487,0.57193032,0.16341911,-0.07520711,0.82229688,-0.25022034,-0.0814653,1.04085447,-0.21961944,-0.22233428,0.77324691,-0.153376,-0.15727215,0.62117629,-0.11517159,-0.06103569
fist,0,0,0,0.11879944,0.61961235,-0.14157588,0.40477593,1.1831138,-0.18581164,0.78390215,1.37746909,-0.22576919,0.99829838,1.12899428,-0.2371695,0.82143591,0.8884591,-0.02389142,1.12177236,0.90925713,-0.21521771,0.83011845,0.81090302,-0.30100282,0.63359459,0.77501852,-0.31839248,0.8609763,0.50864508,-0.0173579,1.16072196,0.52608279,-0.23734594,0.76880852,0.46915876,-0.27303127,0.58284353,0.47211146,-0.23185516,0.85477871,0.13511903,-0.04303965,1.13508139,0.1274324,-0.26957315,0.75155883,0.14231902,-0.20270332,0.56396915,0.16762556,-0.08633537,0.8131218,-0.26806522,-0.07870929,1.03339437,-0.24218906,-0.22134333,0.7696015,-0.16575957,-0.16032874,0.61495936,-0.11422779,-0.06626737
fist,0,0,0,0.11340259,0.62546002,-0.15490517,0.40113511,1.21506736,-0.20281914,0.78588311,1.40731925,-0.24280085,1.00287505,1.17423056,-0.25276298,0.81686167,0.89785276,-0.02922313,1.12436335,0.9223004,-0.24375092,0.81390983,0.83532496,-0.34225322,0.62073884,0.81544476,-0.36080598,0.85643973,0.51624702,-0.01578692,1.15779695,0.5444858,-0.24756566,0.75751241,0.48634948,-0.28541732,0.57799777,0.48040515,-0.24124019,0.84950837,0.13581269,-0.03870252,1.13674946,0.15237425,-0.28057369,0.74117214,0.15722588,-0.20892123,0.55732614,0.1676981,-0.08107517,0.81041213,-0.27472148,-0.07217604,1.03263489,-0.22311261,-0.22352505,0.76323743,-0.15215859,-0.15939672,0.61138215,-0.12528248,-0.05659848
